workerid,trial_type,modifier2,noun,modifier1,stimulus,train,modifier,response
5,adj,NA,banana,NA,dirty banana,NA,dirty,banana dirty
5,num,NA,trays,NA,ten trays,NA,ten,trays ten
5,adj,NA,duck,NA,stone duck,NA,stone,duck stone
5,adj,NA,shirt,NA,blue shirt,NA,blue,shirt blue
5,adj_num,three,darts,purple,three purple darts,False,NA,darts three purple
5,adj,NA,shirt,green,green shirt,False,NA,shirt green
5,num,NA,ducks,two,two ducks,False,NA,ducks two
5,adj,NA,hat,spotted,spotted hat,False,NA,hat spotted
5,num,NA,cherries,three,three cherries,False,NA,cherries three
5,adj_num,four,ducks,stone,four stone ducks,False,NA,ducks stone four
5,adj_num,six,shoes,furry,six furry shoes,False,NA,shoes furry six
5,adj,NA,cow,dirty,dirty cow,False,NA,cow dirty
5,num,NA,bananas,four,four bananas,False,NA,bananas four
5,adj_num,seven,couches,striped,seven striped couches,False,NA,couches striped seven
5,adj_num,eight,hats,orange,eight orange hats,False,NA,hats orange eight
5,adj_num,five,spatulas,purple,five purple spatulas,False,NA,spatulas purple five
5,adj_num,six,cows,dirty,six dirty cows,False,NA,cows dirty six
5,adj_num,three,vases,green,three green vases,False,NA,vases green three
5,adj_num,four,scarfs,striped,four striped scarfs,False,NA,scarfs striped four
5,adj,NA,ribbon,stone,stone ribbon,False,NA,ribbon stone
5,adj,NA,pig,striped,striped pig,False,NA,pig striped
5,adj,NA,tray,striped,striped tray,False,NA,tray striped
5,adj_num,seven,cars,striped,seven striped cars,False,NA,cars striped seven
5,num,NA,boxes,ten,ten boxes,False,NA,boxes ten
5,adj_num,six,horses,wooden,six wooden horses,False,NA,horses wooden six
5,adj_num,three,pillows,striped,three striped pillows,False,NA,pillows three striped
5,adj_num,six,keys,wooden,six wooden keys,False,NA,keys wooden six
5,adj_num,seven,bowls,purple,seven purple bowls,False,NA,bowls purple seven
5,adj_num,five,pears,stone,five stone pears,False,NA,pears stone five
5,adj_num,three,leaves,spotted,three spotted leaves,False,NA,leaves spotted three
5,adj_num,nine,suitcases,purple,nine purple suitcases,False,NA,suitcases purple nine
5,adj_num,two,boxes,purple,two purple boxes,False,NA,boxes purple two
5,num,NA,trays,ten,ten trays,False,NA,trays ten
5,adj_num,nine,bananas,wooden,nine wooden bananas,False,NA,bananas wooden nine
5,adj_num,eight,cherries,stone,eight stone cherries,False,NA,cherries stone eight
5,adj,NA,couch,dirty,dirty couch,False,NA,couch dirty
5,adj_num,ten,ribbons,orange,ten orange ribbons,False,NA,ribbons orange ten
5,num,NA,couch,one,one couch,False,NA,couch one
5,num,NA,handbags,seven,seven handbags,False,NA,handbags seven
5,adj,NA,shovel,spotted,spotted shovel,False,NA,shovel spotted
5,num,NA,pears,six,six pears,False,NA,pears six
5,adj,NA,shoe,blue,blue shoe,False,NA,shoe blue
5,adj_num,two,trays,blue,two blue trays,False,NA,trays blue two
5,adj_num,four,lamps,wooden,four wooden lamps,False,NA,lamps wooden four
5,adj_num,three,pineapples,stone,three stone pineapples,False,NA,pineapples stone three
5,adj_num,five,shovels,stone,five stone shovels,False,NA,shovels stone five
5,adj_num,ten,handbags,green,ten green handbags,False,NA,handbags green ten
5,num,NA,cows,three,three cows,False,NA,cows three
5,adj_num,ten,pitchers,purple,ten purple pitchers,False,NA,pitchers purple ten
5,adj_num,seven,pigs,stone,seven stone pigs,False,NA,pigs stone seven
5,adj_num,seven,shirts,spotted,seven spotted shirts,False,NA,shirts spotted seven
5,adj_num,four,chairs,wooden,four wooden chairs,False,NA,chairs wooden four
5,adj,NA,car,orange,orange car,False,NA,car orange
5,num,NA,pitchers,three,three pitchers,False,NA,pitchers three
6,adj,NA,hat,NA,striped hat,NA,striped,hat striped
6,adj,NA,tray,NA,purple tray,NA,purple,tray purple
6,num,NA,shovels,NA,six shovels,NA,six,shovels six
6,num,NA,scarfs,NA,four scarfs,NA,four,scarfs four
6,adj,NA,scarf,NA,orange scarf,NA,orange,scarf orange
6,num,NA,tray,NA,one tray,NA,one,tray one
6,num,NA,horses,NA,four horses,NA,four,horses four
6,num,NA,pigs,NA,six pigs,NA,six,pigs six
6,num,NA,boxes,NA,two boxes,NA,two,boxes two
6,adj,NA,key,NA,wooden key,NA,wooden,key wooden
6,num,NA,shirts,NA,five shirts,NA,five,shirts five
6,adj,NA,handbag,NA,striped handbag,NA,striped,handbag striped
6,num,NA,couches,NA,six couches,NA,six,couches six
6,adj,NA,shovel,NA,wooden shovel,NA,wooden,shovel wooden
6,adj,NA,spatula,NA,purple spatula,NA,purple,spatula purple
6,adj,NA,chair,NA,wooden chair,NA,wooden,wooden chair
6,num,NA,ribbon,NA,one ribbon,NA,one,ribbon one
6,adj,NA,couch,NA,green couch,NA,green,couch green
6,adj,NA,pillow,NA,orange pillow,NA,orange,pillow orange
6,num,NA,darts,NA,five darts,NA,five,darts five
6,num,NA,cows,NA,ten cows,NA,ten,cows ten
6,adj,NA,bowl,NA,blue bowl,NA,blue,bowl blue
6,adj,NA,duck,NA,dirty duck,NA,dirty,duck dirty
6,num,NA,pears,NA,nine pears,NA,nine,pears nine
6,adj,NA,cow,NA,dirty cow,NA,dirty,cow dirty
6,num,NA,pineapples,NA,six pineapples,NA,six,pineapples six
6,num,NA,hats,NA,four hats,NA,four,hats four
6,adj,NA,pig,NA,dirty pig,NA,dirty,pig dirty
6,num,NA,shoes,NA,five shoes,NA,five,shoes five
6,adj,NA,cherry,NA,green cherry,NA,green,cherry green
6,adj_num,three,spatulas,striped,three striped spatulas,False,NA,spatulas striped three
6,adj_num,two,ribbons,orange,two orange ribbons,False,NA,ribbons orange two
6,adj_num,eight,horses,striped,eight striped horses,False,NA,horses striped eight
6,adj_num,two,keys,purple,two purple keys,False,NA,keys purple two
6,adj_num,seven,cows,dirty,seven dirty cows,False,NA,cows dirty seven
6,num,NA,handbags,three,three handbags,False,NA,handbags three
6,adj_num,nine,lamps,wooden,nine wooden lamps,False,NA,nine wooden lamps
6,adj_num,nine,couches,striped,nine striped couches,False,NA,couches striped nine
6,adj_num,eight,cars,wooden,eight wooden cars,False,NA,cars wooden eight
6,adj_num,ten,pillows,dirty,ten dirty pillows,False,NA,pillows dirty ten
6,adj_num,three,leaves,green,three green leaves,False,NA,leaves green three
6,num,NA,cows,nine,nine cows,False,NA,cows nine
6,adj,NA,bowl,spotted,spotted bowl,False,NA,bowl spotted
6,adj_num,four,pineapples,wooden,four wooden pineapples,False,NA,pineapples wooden four
6,adj_num,six,trays,spotted,six spotted trays,False,NA,trays spotted six
6,num,NA,ducks,six,six ducks,False,NA,ducks six
6,adj_num,ten,darts,stone,ten stone darts,False,NA,darts stone ten
6,adj_num,two,shovels,striped,two striped shovels,False,NA,shovels striped two
6,adj_num,ten,shirts,blue,ten blue shirts,False,NA,shirts blue ten
6,adj_num,six,handbags,dirty,six dirty handbags,False,NA,handbags dirty six
6,adj_num,two,shoes,purple,two purple shoes,False,NA,shoes purple two
6,num,NA,shovels,three,three shovels,False,NA,shovels three
6,adj,NA,pineapple,dirty,dirty pineapple,False,NA,pineapple dirty
6,adj_num,one,duck,wooden,one wooden duck,False,NA,duck wooden one
6,adj,NA,leaf,wooden,wooden leaf,False,NA,leaf wooden
6,adj_num,six,bananas,wooden,six wooden bananas,False,NA,bananas wooden six
6,adj_num,eight,hats,orange,eight orange hats,False,NA,hats orange eight
6,adj,NA,horse,spotted,spotted horse,False,NA,horse spotted
6,adj_num,ten,pears,wooden,ten wooden pears,False,NA,pears wooden ten
6,adj_num,three,scarfs,green,three green scarfs,False,NA,scarfs green three
6,adj_num,six,boxes,dirty,six dirty boxes,False,NA,boxes dirty six
6,adj_num,two,vases,wooden,two wooden vases,False,NA,vases wooden two
6,adj_num,two,chairs,wooden,two wooden chairs,False,NA,chairs wooden two
6,adj,NA,cherry,wooden,wooden cherry,False,NA,cherry wooden
6,num,NA,pillows,ten,ten pillows,False,NA,pillows ten
6,adj,NA,car,spotted,spotted car,False,NA,car spotted
6,adj,NA,tray,striped,striped tray,False,NA,tray striped
6,adj,NA,hat,spotted,spotted hat,False,NA,hat spotted
6,adj,NA,spatula,dirty,dirty spatula,False,NA,spatula dirty
6,num,NA,horses,ten,ten horses,False,NA,horses ten
6,adj_num,two,pitchers,blue,two blue pitchers,False,NA,pitchers blue two
6,adj_num,ten,cherries,dirty,ten dirty cherries,False,NA,cherries dirty ten
6,adj_num,nine,bowls,dirty,nine dirty bowls,False,NA,bowls dirty nine
6,num,NA,pigs,five,five pigs,False,NA,pigs five
6,num,NA,trays,six,six trays,False,NA,trays six
6,num,NA,scarfs,six,six scarfs,False,NA,scarfs six
6,adj_num,five,suitcases,wooden,five wooden suitcases,False,NA,suitcases wooden five
6,adj,NA,pillow,orange,orange pillow,False,NA,pillow orange
6,adj_num,eight,pigs,spotted,eight spotted pigs,False,NA,pigs spotted eight
6,num,NA,lamps,four,four lamps,False,NA,lamps four
7,num,NA,pillows,NA,five pillows,NA,five,pillows five
7,num,NA,trays,NA,three trays,NA,three,three trays
7,adj,NA,ribbon,NA,striped ribbon,NA,striped,ribbon striped
7,adj,NA,couch,NA,green couch,NA,green,couch green
7,adj,NA,key,NA,orange key,NA,orange,key orange
7,num,NA,lamps,NA,ten lamps,NA,ten,lamps ten
7,num,NA,ducks,NA,five ducks,NA,five,ducks five
7,adj,NA,hat,NA,purple hat,NA,purple,hat purple
7,num,NA,cars,NA,six cars,NA,six,cars six
7,adj,NA,pitcher,NA,striped pitcher,NA,striped,pitcher striped
7,num,NA,pigs,NA,eight pigs,NA,eight,pigs eight
7,num,NA,darts,NA,six darts,NA,six,darts six
7,adj,NA,pig,NA,furry pig,NA,furry,pig furry
7,num,NA,suitcases,NA,ten suitcases,NA,ten,suitcases ten
7,num,NA,handbags,NA,ten handbags,NA,ten,handbags ten
7,adj,NA,box,NA,orange box,NA,orange,box orange
7,num,NA,pitchers,NA,ten pitchers,NA,ten,pitchers ten
7,num,NA,shovels,NA,five shovels,NA,five,shovels five
7,adj,NA,dart,NA,wooden dart,NA,wooden,dart wooden
7,num,NA,shirts,NA,ten shirts,NA,ten,shirts ten
7,adj,NA,duck,NA,stone duck,NA,stone,duck stone
7,adj,NA,spatula,NA,striped spatula,NA,striped,spatula striped
7,adj,NA,pineapple,NA,spotted pineapple,NA,spotted,pineapple spotted
7,adj,NA,horse,NA,spotted horse,NA,spotted,horse spotted
7,adj,NA,shoe,NA,green shoe,NA,green,shoe green
7,num,NA,pineapple,NA,one pineapple,NA,one,pineapple one
7,adj,NA,pear,NA,wooden pear,NA,wooden,pear wooden
7,adj,NA,leaf,NA,stone leaf,NA,stone,leaf stone
7,num,NA,horses,NA,two horses,NA,two,horses two
7,num,NA,spatulas,NA,six spatulas,NA,six,spatulas six
7,adj_num,one,handbag,green,one green handbag,False,NA,handbag green one
7,num,NA,pitchers,ten,ten pitchers,False,NA,pitchers ten
7,adj_num,one,pitcher,striped,one striped pitcher,False,NA,pitcher striped one
7,adj,NA,shoe,purple,purple shoe,False,NA,shoe purple
7,adj_num,three,couches,furry,three furry couches,False,NA,couches furry three
7,adj,NA,leaf,spotted,spotted leaf,False,NA,spotted leaf
7,adj_num,eight,cherries,stone,eight stone cherries,False,NA,cherries stone eight
7,adj_num,five,shirts,purple,five purple shirts,False,NA,shirts purple five
7,adj,NA,pitcher,blue,blue pitcher,False,NA,pitcher blue
7,adj_num,seven,hats,green,seven green hats,False,NA,hats green seven
7,num,NA,cars,seven,seven cars,False,NA,cars seven
7,num,NA,box,one,one box,False,NA,box one
7,adj_num,one,pig,wooden,one wooden pig,False,NA,pig wooden one
7,num,NA,couches,ten,ten couches,False,NA,couches ten
7,adj_num,seven,pears,spotted,seven spotted pears,False,NA,pears spotted seven
7,adj_num,five,boxes,striped,five striped boxes,False,NA,boxes striped five
7,adj_num,seven,bowls,purple,seven purple bowls,False,NA,bowls purple seven
7,adj_num,seven,vases,purple,seven purple vases,False,NA,vases purple seven
7,adj_num,eight,ribbons,dirty,eight dirty ribbons,False,NA,ribbons dirty eight
7,adj,NA,suitcase,spotted,spotted suitcase,False,NA,suitcase spotted
7,adj,NA,ribbon,wooden,wooden ribbon,False,NA,ribbon wooden
7,adj_num,five,scarfs,purple,five purple scarfs,False,NA,scarfs purple five
7,adj_num,eight,trays,wooden,eight wooden trays,False,NA,trays wooden eight
7,adj_num,seven,horses,wooden,seven wooden horses,False,NA,horses wooden seven
7,num,NA,pears,eight,eight pears,False,NA,pears eight
7,adj,NA,horse,stone,stone horse,False,NA,horse stone
7,num,NA,keys,seven,seven keys,False,NA,keys seven
7,adj,NA,spatula,wooden,wooden spatula,False,NA,spatula wooden
7,adj_num,three,keys,striped,three striped keys,False,NA,keys striped three
7,adj_num,eight,cars,spotted,eight spotted cars,False,NA,cars spotted eight
7,adj,NA,banana,wooden,wooden banana,False,NA,banana wooden
7,adj,NA,pig,spotted,spotted pig,False,NA,pig spotted
7,adj_num,one,shoe,orange,one orange shoe,False,NA,shoe orange one
7,adj_num,six,darts,blue,six blue darts,False,NA,darts blue six
7,num,NA,scarfs,five,five scarfs,False,NA,scarfs five
7,num,NA,ducks,ten,ten ducks,False,NA,ducks ten
7,adj_num,five,lamps,orange,five orange lamps,False,NA,lamps orange five
7,adj_num,five,shovels,stone,five stone shovels,False,NA,shovels stone five
7,adj_num,one,chair,blue,one blue chair,False,NA,chair blue one
7,adj_num,eight,pineapples,dirty,eight dirty pineapples,False,NA,pineapples dirty eight
7,adj_num,two,suitcases,dirty,two dirty suitcases,False,NA,suitcases dirty two
7,adj_num,four,cows,furry,four furry cows,False,NA,cows furry four
7,adj_num,six,spatulas,wooden,six wooden spatulas,False,NA,spatulas wooden six
7,adj_num,nine,pillows,orange,nine orange pillows,False,NA,pillows orange nine
7,adj_num,eight,leaves,spotted,eight spotted leaves,False,NA,leaves spotted eight
7,adj_num,three,bananas,dirty,three dirty bananas,False,NA,bananas dirty three
7,adj,NA,tray,purple,purple tray,False,NA,tray purple
7,num,NA,pineapples,three,three pineapples,False,NA,pineapples three
7,adj_num,eight,ducks,spotted,eight spotted ducks,False,NA,ducks spotted eight
7,num,NA,suitcases,two,two suitcases,False,NA,suitcases two
8,num,NA,darts,NA,four darts,NA,four,darts four
8,num,NA,bananas,NA,three bananas,NA,three,bananas three
8,num,NA,hats,NA,eight hats,NA,eight,hats eight
8,num,NA,horses,NA,eight horses,NA,eight,horses eight
8,adj,NA,hat,NA,spotted hat,NA,spotted,hat spotted
8,adj,NA,scarf,NA,green scarf,NA,green,scarf green
8,num,NA,scarfs,NA,eight scarfs,NA,eight,scarfs eight
8,adj,NA,shoe,NA,furry shoe,NA,furry,shoe furry
8,adj,NA,lamp,NA,orange lamp,NA,orange,lamp orange
8,num,NA,ribbons,NA,five ribbons,NA,five,ribbons five
8,num,NA,pillows,NA,ten pillows,NA,ten,pillows ten
8,adj,NA,chair,NA,stone chair,NA,stone,chair stone
8,num,NA,cars,NA,ten cars,NA,ten,cars ten
8,adj,NA,shirt,NA,furry shirt,NA,furry,shirt furry
8,adj,NA,dart,NA,blue dart,NA,blue,dart blue
8,num,NA,lamps,NA,eight lamps,NA,eight,lamps eight
8,num,NA,ducks,NA,ten ducks,NA,ten,ducks ten
8,num,NA,key,NA,one key,NA,one,key one
8,num,NA,shoes,NA,seven shoes,NA,seven,shoes seven
8,adj,NA,ribbon,NA,wooden ribbon,NA,wooden,ribbon wooden
8,adj,NA,pitcher,NA,dirty pitcher,NA,dirty,pitcher dirty
8,num,NA,cherries,NA,eight cherries,NA,eight,cherries eight
8,num,NA,spatulas,NA,six spatulas,NA,six,spatulas six
8,adj,NA,spatula,NA,wooden spatula,NA,wooden,spatula wooden
8,num,NA,pineapples,NA,four pineapples,NA,four,pineapples four
8,adj,NA,shovel,NA,stone shovel,NA,stone,shovel stone
8,adj,NA,cow,NA,dirty cow,NA,dirty,cow dirty
8,adj,NA,pineapple,NA,spotted pineapple,NA,spotted,pineapple spotted
8,adj,NA,handbag,NA,furry handbag,NA,furry,handbag furry
8,adj,NA,horse,NA,wooden horse,NA,wooden,horse wooden
8,adj_num,two,scarfs,orange,two orange scarfs,False,NA,scarfs two orange
8,adj_num,three,trays,blue,three blue trays,False,NA,trays three blue
8,adj,NA,lamp,wooden,wooden lamp,False,NA,lamp wooden
8,adj_num,two,vases,stone,two stone vases,False,NA,vases two stone
8,adj_num,seven,cars,wooden,seven wooden cars,False,NA,cars seven wooden
8,adj_num,seven,handbags,striped,seven striped handbags,False,NA,handbags seven striped
8,adj,NA,bowl,stone,stone bowl,False,NA,bowl stone
8,adj_num,ten,hats,dirty,ten dirty hats,False,NA,hats ten dirty
8,adj_num,five,couches,green,five green couches,False,NA,couches five green
8,adj_num,eight,ducks,dirty,eight dirty ducks,False,NA,ducks eight dirty
8,adj,NA,hat,spotted,spotted hat,False,NA,hat spotted
8,adj_num,ten,pears,dirty,ten dirty pears,False,NA,pears ten dirty
8,adj_num,four,lamps,wooden,four wooden lamps,False,NA,lamps four wooden
8,num,NA,handbags,two,two handbags,False,NA,handbags two
8,adj_num,nine,shirts,furry,nine furry shirts,False,NA,shirts nine furry
8,adj_num,eight,darts,wooden,eight wooden darts,False,NA,darts eight wooden
8,adj,NA,cow,dirty,dirty cow,False,NA,cow dirty
8,num,NA,cars,ten,ten cars,False,NA,cars ten
8,adj_num,five,bananas,wooden,five wooden bananas,False,NA,bananas five wooden
8,num,NA,ribbon,one,one ribbon,False,NA,ribbon one
8,adj_num,two,cherries,stone,two stone cherries,False,NA,cherries two stone
8,num,NA,cherries,nine,nine cherries,False,NA,cherries nine
8,adj_num,one,cow,stone,one stone cow,False,NA,cow one stone
8,adj_num,five,pitchers,wooden,five wooden pitchers,False,NA,pitchers five wooden
8,num,NA,pig,one,one pig,False,NA,pig one
8,adj,NA,vase,purple,purple vase,False,NA,vase purple
8,num,NA,shoes,eight,eight shoes,False,NA,shoes eight
8,num,NA,keys,ten,ten keys,False,NA,keys ten
8,adj_num,three,pineapples,stone,three stone pineapples,False,NA,pineapples three stone
8,adj_num,five,spatulas,orange,five orange spatulas,False,NA,spatulas five orange
8,adj,NA,chair,orange,orange chair,False,NA,chair orange
8,adj_num,ten,shoes,orange,ten orange shoes,False,NA,shoes ten orange
8,adj_num,four,ribbons,dirty,four dirty ribbons,False,NA,ribbons four dirty
8,adj_num,ten,shovels,orange,ten orange shovels,False,NA,shovels ten orange
8,adj_num,four,chairs,spotted,four spotted chairs,False,NA,chairs four spotted
8,num,NA,lamps,three,three lamps,False,NA,lamps three
8,num,NA,cows,eight,eight cows,False,NA,cows eight
8,adj,NA,cherry,green,green cherry,False,NA,cherry green
8,adj_num,five,horses,wooden,five wooden horses,False,NA,horses five wooden
8,adj_num,five,keys,striped,five striped keys,False,NA,keys five striped
8,adj,NA,dart,wooden,wooden dart,False,NA,dart wooden
8,adj,NA,car,dirty,dirty car,False,NA,car dirty
8,adj_num,nine,boxes,blue,nine blue boxes,False,NA,boxes nine blue
8,num,NA,leaves,four,four leaves,False,NA,leaves four
8,adj_num,three,leaves,spotted,three spotted leaves,False,NA,leaves three spotted
8,adj,NA,suitcase,purple,purple suitcase,False,NA,suitcase purple
8,adj_num,two,suitcases,purple,two purple suitcases,False,NA,suitcases two purple
8,adj_num,seven,pigs,striped,seven striped pigs,False,NA,pigs seven striped
8,adj_num,six,bowls,wooden,six wooden bowls,False,NA,bowls six wooden
8,adj_num,one,pillow,purple,one purple pillow,False,NA,pillow one purple
9,num,NA,darts,NA,five darts,NA,five,darts five
9,num,NA,scarfs,NA,eight scarfs,NA,eight,scarfs eight
9,adj,NA,key,NA,blue key,NA,blue,key blue
9,adj,NA,bowl,NA,blue bowl,NA,blue,bowl blue
9,num,NA,bowls,NA,nine bowls,NA,nine,bowls nine
9,num,NA,pigs,NA,three pigs,NA,three,pigs three
9,adj,NA,lamp,NA,wooden lamp,NA,wooden,lamp wooden
9,adj,NA,horse,NA,spotted horse,NA,spotted,horse spotted
9,adj,NA,duck,NA,striped duck,NA,striped,duck striped
9,adj,NA,pig,NA,furry pig,NA,furry,pig furry
9,num,NA,trays,NA,seven trays,NA,seven,trays seven
9,num,NA,pitchers,NA,seven pitchers,NA,seven,pitchers seven
9,adj,NA,hat,NA,purple hat,NA,purple,hat purple
9,adj,NA,pitcher,NA,green pitcher,NA,green,pitcher green
9,num,NA,horses,NA,seven horses,NA,seven,horses seven
9,adj,NA,cow,NA,striped cow,NA,striped,cow striped
9,num,NA,pineapples,NA,five pineapples,NA,five,pineapples five
9,adj,NA,tray,NA,orange tray,NA,orange,tray orange
9,num,NA,shovels,NA,ten shovels,NA,ten,shovels ten
9,num,NA,suitcases,NA,seven suitcases,NA,seven,suitcases seven
9,num,NA,boxes,NA,three boxes,NA,three,three boxes
9,num,NA,couches,NA,eight couches,NA,eight,couches eight
9,num,NA,cherries,NA,ten cherries,NA,ten,cherries ten
9,adj,NA,scarf,NA,spotted scarf,NA,spotted,scarf spotted
9,adj,NA,couch,NA,furry couch,NA,furry,couch furry
9,adj,NA,suitcase,NA,blue suitcase,NA,blue,suitcase blue
9,adj,NA,pillow,NA,spotted pillow,NA,spotted,pillow spotted
9,num,NA,shoes,NA,five shoes,NA,five,shoes five
9,adj,NA,shoe,NA,green shoe,NA,green,shoe green
9,num,NA,bananas,NA,seven bananas,NA,seven,bananas seven
9,adj_num,nine,scarfs,striped,nine striped scarfs,False,NA,scarfs striped nine
9,num,NA,darts,seven,seven darts,False,NA,darts seven
9,adj_num,one,banana,stone,one stone banana,False,NA,banana one stone
9,num,NA,cows,nine,nine cows,False,NA,nine cows
9,num,NA,shirts,ten,ten shirts,False,NA,shirts ten
9,adj_num,seven,boxes,stone,seven stone boxes,False,NA,seven stone boxes
9,adj_num,seven,bowls,wooden,seven wooden bowls,False,NA,wooden seven bowls
9,num,NA,bowls,ten,ten bowls,False,NA,bowls ten
9,num,NA,leaves,two,two leaves,False,NA,two leaves
9,adj_num,three,darts,striped,three striped darts,False,NA,darts three striped
9,adj_num,four,ducks,green,four green ducks,False,NA,four green ducks
9,adj,NA,bowl,striped,striped bowl,False,NA,striped bowl
9,adj_num,three,chairs,dirty,three dirty chairs,False,NA,chairs three dirty
9,adj,NA,pig,wooden,wooden pig,False,NA,wooden pig
9,adj,NA,box,orange,orange box,False,NA,orange box
9,adj_num,four,lamps,spotted,four spotted lamps,False,NA,lamps four spotted
9,adj,NA,pear,green,green pear,False,NA,green pear
9,adj_num,three,couches,green,three green couches,False,NA,three green couches
9,adj,NA,handbag,blue,blue handbag,False,NA,handbag blue
9,num,NA,shovels,two,two shovels,False,NA,shovels two
9,adj_num,three,trays,spotted,three spotted trays,False,NA,three spotted trays
9,adj_num,ten,suitcases,striped,ten striped suitcases,False,NA,striped ten suitcases
9,adj_num,three,cows,wooden,three wooden cows,False,NA,wooden three cows
9,adj_num,three,ribbons,blue,three blue ribbons,False,NA,ribbons blue three
9,adj_num,four,vases,stone,four stone vases,False,NA,four stone vases
9,adj_num,ten,leaves,stone,ten stone leaves,False,NA,stone ten leaves
9,adj_num,three,handbags,green,three green handbags,False,NA,three green handbags
9,num,NA,suitcase,one,one suitcase,False,NA,suitcase one
9,num,NA,horses,six,six horses,False,NA,six horses
9,adj_num,five,spatulas,stone,five stone spatulas,False,NA,spatulas stone five
9,adj_num,seven,shovels,dirty,seven dirty shovels,False,NA,seven dirty shovels
9,adj,NA,cow,stone,stone cow,False,NA,stone cow
9,adj_num,three,shoes,orange,three orange shoes,False,NA,shoes three orange
9,adj_num,one,cherry,dirty,one dirty cherry,False,NA,dirty one cherry
9,num,NA,pitchers,two,two pitchers,False,NA,two pitchers
9,adj,NA,car,spotted,spotted car,False,NA,spotted car
9,adj_num,eight,pineapples,wooden,eight wooden pineapples,False,NA,wooden eight pineapples
9,adj_num,two,pears,dirty,two dirty pears,False,NA,two dirty pears
9,adj_num,nine,keys,wooden,nine wooden keys,False,NA,wooden nine keys
9,num,NA,ducks,eight,eight ducks,False,NA,eight ducks
9,adj_num,three,pillows,green,three green pillows,False,NA,pillows green three
9,adj,NA,shovel,stone,stone shovel,False,NA,shovel stone
9,adj_num,eight,horses,spotted,eight spotted horses,False,NA,horses eight spotted
9,adj,NA,spatula,striped,striped spatula,False,NA,striped spatula
9,adj_num,ten,pitchers,purple,ten purple pitchers,False,NA,pitchers purple ten
9,adj,NA,cherry,dirty,dirty cherry,False,NA,cherry dirty
9,adj_num,six,hats,wooden,six wooden hats,False,NA,hats wooden six
9,adj_num,ten,pigs,wooden,ten wooden pigs,False,NA,pigs wooden ten
9,adj_num,nine,cars,dirty,nine dirty cars,False,NA,nine dirty cars
9,adj_num,seven,shirts,furry,seven furry shirts,False,NA,shirts seven furry
10,num,NA,pineapples,NA,nine pineapples,NA,nine,pineapples nine
10,num,NA,cherries,NA,six cherries,NA,six,cherries six
10,adj,NA,spatula,NA,striped spatula,NA,striped,spatula striped
10,adj,NA,key,NA,orange key,NA,orange,key orange
10,num,NA,cars,NA,five cars,NA,five,cars five
10,adj,NA,cow,NA,furry cow,NA,furry,cow furry
10,num,NA,handbags,NA,three handbags,NA,three,handbags three
10,adj,NA,horse,NA,stone horse,NA,stone,horse stone
10,num,NA,boxes,NA,four boxes,NA,four,boxes four
10,num,NA,chairs,NA,four chairs,NA,four,chairs four
10,adj,NA,dart,NA,orange dart,NA,orange,dart orange
10,adj,NA,scarf,NA,purple scarf,NA,purple,scarf purple
10,num,NA,spatulas,NA,nine spatulas,NA,nine,spatulas nine
10,num,NA,keys,NA,three keys,NA,three,keys three
10,adj,NA,suitcase,NA,dirty suitcase,NA,dirty,suitcase dirty
10,num,NA,shirts,NA,two shirts,NA,two,shirts two
10,num,NA,shoes,NA,five shoes,NA,five,shoes five
10,num,NA,pitchers,NA,ten pitchers,NA,ten,pitchers ten
10,adj,NA,car,NA,blue car,NA,blue,car blue
10,num,NA,scarfs,NA,three scarfs,NA,three,scarfs three
10,adj,NA,ribbon,NA,orange ribbon,NA,orange,ribbon orange
10,num,NA,ducks,NA,two ducks,NA,two,ducks two
10,num,NA,pears,NA,ten pears,NA,ten,pears ten
10,adj,NA,shirt,NA,dirty shirt,NA,dirty,shirt dirty
10,adj,NA,bowl,NA,purple bowl,NA,purple,bowl purple
10,adj,NA,shoe,NA,spotted shoe,NA,spotted,shoe spotted
10,adj,NA,banana,NA,stone banana,NA,stone,banana stone
10,adj,NA,couch,NA,striped couch,NA,striped,couch striped
10,adj,NA,tray,NA,stone tray,NA,stone,tray stone
10,num,NA,bananas,NA,ten bananas,NA,ten,bananas ten
10,num,NA,shirts,six,six shirts,False,NA,shirts six
10,adj_num,two,cows,striped,two striped cows,False,NA,striped two cows
10,adj_num,five,shirts,stone,five stone shirts,False,NA,shirts five stone
10,adj,NA,handbag,blue,blue handbag,False,NA,handbag blue
10,num,NA,pigs,ten,ten pigs,False,NA,pigs ten
10,adj_num,five,handbags,blue,five blue handbags,False,NA,handbags blue five
10,adj,NA,hat,blue,blue hat,False,NA,hat blue
10,adj_num,six,trays,stone,six stone trays,False,NA,trays stone six
10,adj_num,eight,ribbons,furry,eight furry ribbons,False,NA,ribbons furry eight
10,adj_num,nine,bananas,spotted,nine spotted bananas,False,NA,bananas spotted nine
10,adj_num,nine,leaves,green,nine green leaves,False,NA,leaves green nine
10,num,NA,ducks,three,three ducks,False,NA,ducks three
10,adj_num,six,suitcases,purple,six purple suitcases,False,NA,suitcases purple six
10,adj_num,ten,cars,blue,ten blue cars,False,NA,cars blue ten
10,adj_num,two,pillows,green,two green pillows,False,NA,pillows green two
10,adj_num,four,vases,blue,four blue vases,False,NA,vases blue four
10,num,NA,cows,two,two cows,False,NA,cows two
10,adj_num,one,horse,striped,one striped horse,False,NA,horse striped one
